,Price,Year,Mileage,Tank capacity,Fuel type,Model,Estimation
3346,29000,2010,302000,1598,7,47,2
3347,21900,2010,159890,1198,1,35,2
3348,36999,2012,318000,1968,7,32,2
3349,115550,2018,126123,1984,1,44,2
3350,60000,2011,237500,2967,7,34,0
3351,44800,2013,238000,1968,7,32,3
3352,25900,2007,221606,1595,1,47,3
3353,19500,2010,389973,1968,7,32,2
3354,59900,2009,303124,1900,7,9,0
3355,24500,2010,226300,1197,1,16,2
3356,19900,2009,187000,1390,1,16,2
3357,107000,2017,82000,1968,7,44,2
3358,86000,2010,146000,1968,7,9,0
3359,71900,2018,166530,1968,7,32,0
3360,54900,2011,238000,1984,1,9,2
3361,83000,2018,115000,1968,7,32,1
3362,65000,2012,130000,1390,1,44,0
3363,89900,2016,128000,1395,5,32,1
3364,6000,2005,129000,1390,1,16,0
3365,29900,2009,142300,1390,1,44,1
3366,73000,2016,142835,1968,7,32,2
3367,56000,2017,156669,1598,7,16,2
3368,86000,2018,86041,1798,1,32,2
3369,27000,2010,50677,1198,1,35,0
3370,16500,2006,282000,1968,7,47,3
3371,109800,2018,118100,1968,7,47,3
3372,41900,2011,159000,1390,1,44,2
3373,38900,2009,170200,2461,7,46,2
3374,93000,2017,76009,1390,1,44,0
3375,193000,2019,118700,2967,7,46,1
3376,33900,2010,238130,1598,7,7,3
3377,63900,2017,128000,1395,1,16,2
3378,40600,2012,299900,1968,7,10,1
3379,12800,2008,198000,1198,1,35,1
3381,124600,2020,58812,1968,7,32,3
3382,83900,2018,127000,1395,1,32,2
3383,9800,2003,299650,1896,7,47,2
3384,16800,2006,180000,1598,1,25,3
3385,27800,2011,215000,1598,7,16,2
3386,139999,2005,192000,1390,1,16,0
3387,51900,2014,144000,1598,7,16,0
3388,71900,2018,208000,1968,7,32,2
3389,160000,2016,121914,1968,7,30,1
3390,15800,2006,219800,1896,7,32,2
3391,85000,2019,124704,1498,1,32,2
3392,139150,2023,6,1498,1,41,0
3393,59800,2015,96000,1968,7,16,3
3394,20900,2010,226000,1968,7,32,1
3395,29900,2011,201254,1598,7,16,2
3396,13999,2003,186000,1598,1,47,3
3397,59900,2013,98000,1968,7,44,2
3398,6499,2004,170000,1390,1,35,2
3399,48000,2017,185000,1598,7,16,2
3400,6700,2004,247068,1422,7,35,2
3401,65000,2012,340000,4172,1,34,2
3402,34900,2013,197000,1598,7,32,2
3403,57900,2017,206720,1598,7,32,2
3404,34440,2014,203125,1598,7,16,0
3405,148000,2017,185000,1968,7,2,3
3406,15600,2004,291000,1600,2,47,3
3407,43800,2016,71000,1197,1,35,2
3408,6999,2000,230000,1984,1,4,2
3409,49950,2014,237450,1968,7,32,2
3410,139900,2019,101111,1968,7,2,2
3411,57900,2011,98600,1968,7,44,2
3412,14600,2005,266647,1595,2,16,2
3413,55900,2018,116000,1598,7,32,0
3414,34900,2006,207000,1896,7,9,2
3416,15900,2009,191000,1595,1,16,0
3417,16800,2004,125000,1390,1,16,0
3418,44900,2011,202000,1998,1,16,2
3419,28999,2009,198000,1968,7,47,2
3420,76900,2017,123956,1968,7,16,2
3421,17900,2007,219000,1896,7,16,2
3422,4900,2002,305000,1896,7,16,0
3423,32900,2012,222000,1968,7,32,0
3424,49900,2012,149120,1390,2,44,2
3425,48700,2019,108000,1598,7,16,0
3426,146000,2023,1,1500,1,41,0
3427,99888,2018,77220,1498,1,44,1
3428,78900,2017,94000,1395,1,16,2
3429,44000,2011,240000,1968,7,32,3
3430,28900,2011,230000,1968,7,10,0
3431,74415,2016,175000,1968,7,32,3
3432,21800,2006,214123,1896,7,32,0
3433,55900,2015,284000,1598,7,32,2
3434,83886,2018,161000,1968,7,32,2
3435,28500,2011,127000,1390,1,44,0
3437,30900,2012,252000,1598,7,4,2
3438,110590,2022,10,999,1,42,0
3439,15400,2010,367000,1598,7,16,0
3440,14500,2009,390202,1896,7,16,2
3441,64400,2016,270000,1968,7,32,2
3442,7380,2003,298887,1896,7,16,2
3443,27000,2010,165000,1968,7,16,2
3444,185000,2023,6,1498,1,44,0
3445,156760,2023,5,2000,1,35,0
3446,36500,2017,84900,1000,1,49,2
3447,73600,2018,63600,1400,1,16,2
3448,109000,2017,160000,1968,7,44,3
3449,65900,2017,118800,1400,1,16,2
3450,59999,2016,101568,1395,1,16,2
3451,22000,2008,348000,1968,7,47,2
3453,67900,2017,88000,1395,1,32,2
3454,39000,2015,112000,1798,1,32,0
3455,129150,2015,193500,2967,7,46,2
3456,75000,2022,1328,1498,1,40,0
3457,115500,2023,1,1000,1,41,0
3458,12950,2004,168781,1598,1,16,2
3459,89900,2019,108085,1498,1,32,2
3460,129000,2015,167800,1968,7,30,2
3461,9300,2002,220000,1984,1,16,2
3462,7500,2002,397975,1896,7,32,2
3463,30900,2014,171000,1422,7,35,3
3464,18900,2007,147000,1390,1,16,2
3465,11500,2011,72300,1198,1,14,2
3466,250240,2022,10,1984,1,2,0
3467,109900,2019,31602,1984,1,44,0
3468,22000,2015,54000,999,1,49,1
3469,69900,2018,173000,1968,7,32,2
3470,75000,2014,138500,1984,1,38,0
3471,5000,2000,364000,1896,7,32,2
3472,33000,2007,172000,1968,7,44,2
3473,78500,2016,92000,1395,1,44,1
3474,112400,2022,1,1000,1,41,0
3475,90159,2014,134800,1968,7,39,3
3476,11500,2002,305000,1896,7,5,0
3477,37400,2016,406000,1968,7,16,0
3478,159000,2018,68000,1984,1,2,2
3479,64999,2018,93000,1598,7,32,2
3480,14900,2005,330000,1968,7,32,0
3481,121770,2018,625000,1968,7,12,3
3482,55900,2018,84000,1789,1,32,0
3483,98900,2020,15000,999,1,40,2
3484,14999,2003,190000,1390,1,4,0
3485,239110,2022,10,1984,1,2,0
3486,28900,2012,224000,1968,7,47,0
3487,19900,2006,217000,1595,1,7,2
3488,115900,2018,80000,1968,7,39,2
3489,9999,2006,225000,1422,7,35,2
3490,249900,2022,5,1984,1,41,0
3491,46900,2012,193302,1968,7,47,2
3492,124500,2017,100000,1984,1,44,3
3493,48900,2016,182000,1598,7,32,1
3494,112500,2023,1,1000,1,41,0
3495,74900,2016,253000,1968,7,32,2
3496,12499,2008,237800,1896,7,16,0
3497,31900,2010,154284,1798,1,10,2
3498,30000,2009,298000,1798,1,10,2
3499,36900,2009,219000,1984,1,16,2
3500,41500,2011,299999,1968,7,44,0
3501,41600,2013,140000,1390,1,47,0
3502,20000,2003,162000,1595,1,4,0
3503,39997,2016,52800,1422,7,35,2
3504,32499,2010,210000,1968,7,10,1
3505,9900,2005,160000,1390,1,35,2
3506,15000,2006,440000,1896,7,39,3
3507,26900,2012,200000,1197,1,7,2
3508,27900,2009,219000,1896,7,47,3
3509,125900,2023,1,2000,7,16,0
3510,139898,2018,87500,1984,1,44,2
3511,36999,2011,252000,1968,7,10,2
3513,86500,2020,12500,999,1,40,2
3514,37700,2015,191013,1598,7,16,2
3515,36900,2013,264000,1968,7,32,2
3516,69900,2015,207000,1968,7,32,2
3517,17900,2009,175000,1896,7,16,2
3518,12000,2012,307421,1598,7,25,0
3519,121770,2020,57000,1968,7,7,2
3520,31500,2015,140000,999,1,35,2
3522,12900,2006,235000,1598,1,16,1
3523,38800,2011,147000,1598,7,47,2
3524,109350,2023,1,1000,1,41,0
3525,52800,2018,127071,999,1,16,2
3526,8200,2002,220400,1896,7,35,0
3527,109900,2020,58400,1498,1,32,2
3528,86000,2016,322000,1968,7,9,1
3529,25830,2008,212517,1896,7,7,0
3530,32900,2014,223000,1968,7,7,0
3531,8000,2006,287830,1968,7,32,0
3532,51900,2018,209000,1598,7,16,2
3533,18000,2010,170000,1197,1,35,2
3534,22999,2004,213000,4172,2,46,1
3535,96900,2019,79700,1000,1,40,0
3536,46400,2014,185000,1968,7,47,2
3537,114900,2021,48705,1498,1,41,3
3538,69000,2019,59000,1598,7,16,2
3539,16700,2006,194000,1595,1,25,2
3540,12900,2003,404000,1900,7,32,0
3541,52750,2017,79000,1598,7,16,1
3542,76450,2018,135072,1968,7,7,2
3543,14900,2004,309000,1968,7,47,0
3544,59900,2018,59200,999,1,35,2
3545,112500,2023,1,1000,1,41,0
3546,6500,2001,160000,1390,1,16,3
3547,112500,2023,1,1000,1,41,0
3548,149898,2019,49365,1968,7,44,2
3549,24900,2010,226279,1390,1,16,0
3550,115500,2023,1,1000,1,41,0
3551,36900,2014,115000,1797,1,25,2
3552,57900,2019,207000,1498,1,16,1
3553,84500,2019,115000,1968,7,32,2
3554,55900,2003,229900,2461,7,30,0
3555,10800,2001,361000,1896,7,32,0
3556,6900,2004,153000,999,1,29,0
3557,99500,2018,155000,1968,7,44,2
3558,37000,2017,105000,999,1,35,2
3559,109000,2017,149125,1968,7,48,2
3560,71999,2018,89000,999,1,41,2
3561,17500,2006,238000,1968,7,47,3
3562,23800,2008,200800,1896,7,47,3
3563,32900,2016,23300,1197,1,35,0
3564,30500,2010,236000,1798,1,10,2
3565,24900,2017,176300,1968,7,16,0
3566,35900,2013,234000,1968,7,32,1
3567,19900,2010,289000,1198,1,35,2
3568,35900,2013,49495,999,1,49,0
3569,96800,2018,78405,1968,7,32,3
3570,22900,2008,241105,1896,7,47,2
3571,104900,2017,69188,1798,1,32,3
3572,19500,2011,140000,1984,1,10,0
3573,223500,2023,1,2000,1,41,0
3574,21888,2009,184788,1598,7,35,3
3575,119900,2017,133000,1968,7,44,0
3576,99999,2007,167400,2461,7,46,0
3577,107899,2019,87336,1498,1,41,2
3578,99900,2017,101110,1968,7,44,2
3579,119900,2019,147417,1968,7,32,2
3580,16950,2008,144995,1390,1,35,2
3581,117500,2020,39500,1498,1,41,3
3582,14600,2006,225000,1390,1,16,3
3583,14200,2006,246000,1595,1,16,2
3584,32900,2014,265672,1598,7,32,2
3585,119000,2018,163781,1968,7,2,2
3586,39900,2010,198280,1781,1,39,3
3587,18200,2010,229000,1390,1,16,0
3588,42000,2007,197600,2967,7,46,0
3589,67799,2019,85517,1598,7,16,2
3590,22999,2006,250000,1896,7,39,0
3591,43700,2013,193000,1598,7,47,3
3592,78900,2013,248000,2000,7,9,0
3593,34000,2009,290000,1984,1,38,2
3594,6700,2000,202000,1595,1,16,2
3595,65900,2019,168000,1968,7,16,2
3596,368998,2022,5,1968,7,12,0
3597,29999,2010,303333,2998,7,34,0
3598,84700,2016,168843,1968,7,32,2
3599,56900,2014,238000,1968,7,10,2
3600,117799,2019,42859,1968,7,32,2
3601,48700,2012,235741,1968,7,32,2
3602,3400,1999,174750,1390,1,35,2
3603,77500,2021,21000,1498,1,44,0
3604,46900,2012,222000,1968,7,7,3
3605,12500,2006,279000,1968,7,32,0
3606,17900,2004,264000,2460,7,46,2
3607,31500,2010,142200,1968,7,10,2
3608,61900,2013,205000,1968,7,44,2
3609,26900,2010,199000,1390,1,44,0
3610,15300,2007,298565,1896,7,39,2
3611,69900,2018,110695,1498,1,16,2
3612,25000,2012,223000,1598,7,16,0
3613,89900,2016,99149,1395,1,47,0
3614,41000,2012,155000,1598,7,25,0
3615,15000,2008,478100,1968,7,16,2
3616,90900,2019,40479,999,1,40,2
3617,75900,2015,120500,1968,7,32,2
3618,32500,2019,78000,1498,1,16,0
3619,64999,2011,222000,3597,1,46,2
3620,35500,2011,216000,1798,1,32,2
3621,76900,2019,64200,999,1,40,2
3622,8999,2005,209265,1422,7,35,0
3623,69200,2020,60000,1598,7,16,1
3624,89900,2017,193000,1984,1,32,2
3625,19900,2007,215000,1390,1,16,3
3626,19800,2010,276000,1199,7,35,2
3627,7999,2001,265000,1896,7,5,0
3628,60600,2017,98000,1598,7,16,2
3629,34000,1983,200000,1600,1,16,0
3630,16500,2008,108000,1896,7,16,1
3631,51700,2015,173500,1968,7,7,2
3632,51700,2015,173500,1968,7,7,2
3633,26900,2010,192479,1390,1,47,0
3634,109900,2019,46000,1498,1,44,1
3635,116900,2020,29053,1498,1,47,2
3636,129900,2022,8885,1498,1,32,2
3637,39900,2012,268000,2000,7,32,2
3638,24900,2009,184000,1598,7,16,2
3639,92900,2013,212000,4200,7,46,2
3640,1750,1998,225000,1390,1,29,0
3641,59999,2016,218000,1598,7,47,2
3642,20900,2009,190536,1968,7,16,1
3643,11400,2005,221000,1984,1,32,0
3644,55700,2012,234500,1968,7,44,3
3645,14500,2005,216000,1548,1,47,2
3646,27500,2010,106000,1390,1,35,2
3647,29999,2008,190000,1595,1,16,0
3648,20700,2009,292500,1968,7,16,1
3649,129900,2019,60970,1984,1,32,2
3650,11900,2003,220000,1390,1,16,0
3651,45900,2015,195000,2000,7,32,0
3652,32500,2008,213743,1984,1,10,3
3653,45000,2004,309000,2461,7,30,0
3654,19900,2008,283000,1968,7,16,3
3655,209900,2023,10,1984,1,32,0
3656,65900,2017,152132,1968,7,32,1
3657,101900,2018,135000,1968,7,44,2
3658,112900,2019,52901,1498,1,41,2
3659,15900,2008,187717,1390,1,16,2
3660,65000,2014,235000,1968,7,32,0
3661,63900,2017,171000,1598,7,16,2
3662,48600,2015,171400,1395,1,16,2
3663,39700,2010,239218,1968,7,39,0
3664,50900,2021,43192,999,1,49,2
3665,111900,2018,54000,1498,1,44,2
3666,95000,2018,54440,1984,1,16,3
3667,8950,2001,176000,1984,1,16,3
3669,5999,2003,193500,1390,1,16,1
3670,4800,2001,177114,1390,1,35,2
3671,71955,2015,217000,1968,7,39,2
3672,4900,2001,517000,1896,7,39,0
3673,23900,2009,213200,1390,1,16,2
3674,72000,2016,228000,1968,7,32,3
3675,14800,2009,165847,1198,1,35,0
3676,48900,2017,167000,1598,7,16,2
3677,167900,2019,97720,1984,1,44,0
3678,10900,2004,281000,1968,7,47,2
3679,104900,2020,13998,999,1,40,2
3680,14400,2009,261263,1198,1,35,1
3681,22900,2010,192000,1400,1,16,0
3682,9900,2008,280000,1390,1,16,0
3683,26900,2010,207456,1197,1,16,3
3684,179500,2021,22200,1984,1,44,1
3685,48400,2017,180530,1598,7,16,2
3686,28500,2012,181600,1598,7,16,1
3687,93900,2019,166529,1968,7,32,2
3688,18999,2007,223500,1781,1,35,2
3689,22900,2007,289000,1968,7,32,3
3690,87900,2022,2000,1000,1,40,0
3692,46000,2011,188000,1984,1,16,3
3693,11500,2006,240000,1984,1,16,2
3694,11999,2005,220000,1968,7,16,1
3695,15900,2004,281000,1896,7,7,2
3696,34900,2012,223000,1598,7,47,2
3697,46900,2012,317475,1968,7,39,2
3698,24900,2009,117000,1390,1,16,2
3699,147900,2019,128500,1968,7,2,2
3700,20900,2006,130617,1984,1,32,3
3701,55999,2015,210648,1968,7,32,2
3702,17900,2009,268000,1896,7,7,2
3703,15600,2007,316800,1896,7,32,2
3705,26900,2010,171578,1390,1,16,0
3706,114900,2018,121399,1984,1,44,1
3707,10900,2004,276000,1896,7,16,2
3708,104899,2021,48800,1498,1,32,2
3709,119900,2019,40800,1968,7,47,2
3710,19900,2005,149520,1390,1,16,0
3711,30800,2011,199560,1598,7,32,2
3712,9900,2004,319000,1896,7,32,3
3713,5400,2000,446000,1896,7,16,2
3714,8999,2002,206000,1390,1,35,0
3715,89850,2019,148316,1984,1,32,1
3716,128900,2020,29980,1498,1,47,3
3717,118000,2013,221000,1968,7,30,0
3718,239900,2019,61000,2967,7,1,2
3719,57900,2012,173000,1968,7,39,2
3720,89850,2018,90191,1395,1,32,2
3721,179900,2019,36614,1968,7,44,2
3722,119900,2022,4486,1498,1,42,2
3723,110000,2013,282000,1968,7,30,0
3724,25500,2009,168900,1798,1,10,0
3725,100900,2020,20762,1498,1,16,2
3726,61900,2015,157000,1999,1,4,2
3727,6990,2003,364000,1896,7,39,0
3728,137900,2019,103060,1968,7,32,3
3729,67900,2017,37000,1395,1,16,2
3730,47900,2014,237000,1968,7,16,2
3731,367081,2023,8,1968,7,8,0
3732,192900,2022,10,1984,1,2,0
3733,43900,2008,195000,1968,7,44,3
3734,139850,2020,87804,1968,7,32,2
3735,199900,2022,2000,1968,7,44,2
3736,10900,2005,253000,1968,7,16,0
3737,66400,2019,108400,1598,7,16,2
3738,14500,2009,199000,1968,7,44,0
3739,5000,2002,428519,1896,7,39,0
3740,5000,1990,226000,1595,1,16,0
3741,24900,2008,127000,1390,1,16,0
3742,34000,2012,174321,1390,1,35,1
3743,37000,2012,225000,1598,7,32,3
3744,46900,2016,173000,1968,7,25,2
3746,107900,2018,197253,1968,7,2,2
3747,89900,2016,128157,1968,7,44,0
3748,65900,2016,230234,1967,7,47,0
3749,68800,2015,184000,1968,7,47,0
3750,9500,2005,190000,1896,7,7,0
3751,34900,2015,105000,999,1,35,2
3752,164900,2018,310000,2967,7,46,2
3753,34999,2011,199637,1390,1,47,2
3754,99900,2019,21000,1984,1,35,0
3755,37500,2011,179600,1968,7,25,0
3756,88000,2021,15500,999,1,40,2
3757,132000,2017,75000,1984,1,44,2
3758,227430,2023,5,1984,1,2,0
3759,49500,2011,208000,1968,7,44,2
3760,83799,2019,90450,1968,7,32,2
3761,65700,2015,177000,1968,7,38,2
3762,460000,2023,9,2967,7,46,0
3763,363900,2022,1,2967,7,46,0
3764,54200,2016,199400,1395,1,16,2
3765,43900,2012,257000,1968,7,44,2
3766,75900,2018,103282,1598,7,16,3
3767,80000,2016,167457,1968,7,47,2
3768,39900,2011,207394,1390,1,39,2
3769,15900,2007,260000,1984,1,32,2
3770,35600,2016,144000,1968,7,16,1
3771,238830,2022,5,1984,1,2,0
3772,119900,2019,76245,1984,1,32,2
3773,11000,1996,156000,1984,1,16,0
3774,39900,2019,104161,999,1,49,2
3775,112900,2022,4200,999,1,40,2
3776,217190,2022,5,1968,7,2,0
3777,65400,2015,169900,1968,7,44,2
3778,117000,2020,20000,1968,7,44,0
3779,88800,2017,121043,1798,1,32,2
3780,45999,2017,79232,1422,7,35,3
3782,23900,2010,220000,1598,7,35,3
3783,58900,2015,133000,1390,1,10,2
3784,182900,2022,425,1984,1,2,0
3785,63999,2020,102345,999,1,16,2
3786,12800,2010,83000,1198,1,14,3
3787,75799,2019,116807,1498,1,16,1
3788,37900,2011,259100,1968,7,32,3
3789,81799,2019,107651,1968,7,32,2
3790,98900,2019,143573,1984,1,32,2
3791,53200,2016,300000,1968,7,7,1
3792,19900,2008,246200,1968,7,16,2
3793,19900,2008,246200,1968,7,16,2
3794,53200,2016,300000,1968,7,7,1
3795,62000,2011,196861,1984,1,16,0
3796,7999,2005,137598,1598,1,32,0
3797,12500,2006,261660,1896,7,47,2
3798,38300,2012,227000,1598,7,7,2
3799,6200,1999,269000,1595,2,35,0
3800,122000,2018,65935,1498,1,44,2
3801,41100,2010,145058,1984,1,44,2
3802,32500,2013,242212,1598,7,16,1
3803,8999,2005,348000,1422,7,35,3
3804,41900,2016,57000,1197,1,35,2
3805,4400,1984,100000,1588,7,32,0
3806,160500,2022,895,1498,1,44,0
3807,162900,2022,6000,1498,1,44,2
3808,16900,2007,346234,1896,7,16,2
3809,92600,2017,156294,1968,7,32,2
3810,89973,2019,64207,1498,1,44,1
3811,79900,2019,48983,999,1,40,2
3812,14800,2007,226000,1968,7,16,1
3814,24500,2010,259900,1968,7,16,2
3815,12900,2004,315000,1896,7,47,2
3816,187900,2019,55000,1984,1,32,0
3817,79900,2019,76900,1498,1,32,1
3818,110000,2022,650,999,1,40,2
3819,67500,2017,280970,1998,7,48,0
3820,8100,2005,399999,1896,7,32,2
3821,24000,2012,345000,1598,7,7,1
3822,69900,2018,188300,1968,7,7,3
3823,81900,2019,50050,999,1,40,2
3824,119850,2018,95225,2000,7,32,3
3825,79335,2018,248200,1968,7,7,2
3826,45900,2013,290000,1968,7,44,2
3827,44900,2014,214000,1968,7,16,2
3828,13950,2006,242000,1896,7,16,2
3829,99500,2019,46275,1984,1,35,0
3830,109850,2018,115368,1968,7,32,2
3831,9999,2007,231880,1422,7,35,2
3832,37900,2012,252000,1968,7,32,2
3833,169600,2023,1,1498,1,44,0
3834,94000,2017,115588,1390,1,39,0
3835,24500,2010,164000,1197,1,16,2
3836,11700,2003,160000,1198,1,35,0
3837,9700,2003,172000,1198,1,35,0
3838,32900,2014,282754,1598,7,16,1
3839,110800,2023,1,1500,1,40,0
3840,281700,2023,1,2998,7,1,0
3841,73900,2017,88300,1968,7,32,2
3842,44900,2013,149391,1984,1,38,2
3843,31500,2013,176423,1198,1,35,3
3844,58400,2017,237300,1598,7,32,2
3845,55000,2013,128607,1390,1,44,2
3846,6200,2005,191000,1390,1,35,0
3847,60000,2016,139000,1395,1,32,2
3848,55000,2017,127969,1598,7,16,2
3849,306300,2023,1,2998,7,1,0
3850,20000,2010,315331,1896,7,47,2
3851,85700,2018,111427,1798,1,32,2
3852,81799,2018,104615,1798,1,32,2
3853,120040,2022,5,999,1,40,0
3854,6900,1999,232000,1984,1,5,3
3855,11900,2008,211000,1968,7,32,0
3857,81799,2019,133492,1968,7,32,1
3858,71000,2018,103382,1498,1,16,2
3859,24000,2010,247162,1598,7,25,0
3860,22000,2007,217480,1968,7,32,0
3861,109950,2023,1,1000,1,41,0
3862,19900,2014,197000,999,1,49,2
3863,23500,2010,185700,1598,7,16,2
3864,85900,2019,155300,1968,7,32,2
3865,6500,2006,333225,1968,7,47,0
3866,62900,2016,141000,1798,1,32,2
3867,51500,2017,124000,1197,1,7,2
3868,18800,2007,115000,1390,1,16,3
3869,80900,2022,22086,1984,1,16,0
3870,219900,2021,13710,1968,7,2,2
3871,69980,2018,210000,1968,7,32,2
3872,8500,2003,158000,1198,1,35,0
3873,23900,2009,194000,1798,1,32,3
3874,109999,2017,135000,1968,7,44,0
3875,79900,2016,117137,1798,1,32,2
3876,45600,2016,46648,1197,1,16,2
3877,129900,2018,122000,1984,1,44,2
3878,54000,2017,184977,1390,1,16,1
3879,54900,2019,183443,1598,7,16,2
3880,53000,2009,270000,2967,7,46,2
3881,23000,2013,137157,1199,7,35,2
3882,157900,2022,22927,1498,1,16,3
3883,189900,2022,5,1498,1,44,0
3884,102200,2023,1,999,1,40,0
3885,13900,2007,198362,1390,1,25,1
3886,7500,2002,342898,1984,2,32,0
3887,29800,2018,72632,999,1,35,0
3888,82900,2021,47755,1968,7,16,0
3889,73000,2015,209000,1968,7,32,2
3891,87000,2018,97163,1968,7,32,2
3892,53000,2011,158900,1968,7,44,2
3893,23900,2011,190234,1197,1,16,1
3894,9900,1999,244100,1984,1,4,0
3895,56900,2017,258000,1968,7,32,1
3896,9000,2005,304338,1896,7,32,2
3897,6999,2005,164000,1390,1,16,0
3898,35800,2016,72125,999,1,35,1
3899,79900,2019,38515,1498,1,16,2
3900,31000,2013,178000,1197,1,16,1
3901,10500,2005,202000,1390,1,35,2
3902,5500,2003,172000,1598,1,16,0
3903,446900,2023,8,2967,7,46,0
3904,13700,2005,352000,1896,7,7,2
3905,57700,2015,225000,1968,7,32,2
3906,227980,2023,10,1984,1,44,0
3907,8500,2003,216000,1390,1,35,1
3908,23850,2009,209000,1198,1,35,0
3909,52521,2016,190000,1395,1,16,2
3910,65000,2012,293614,4134,7,46,0
3911,82900,2019,56000,999,1,40,2
3912,17000,2014,62058,1198,1,35,0
3913,5999,2001,299000,1598,1,16,1
3914,6200,1999,252200,1896,7,4,2
3915,53500,2012,169000,1968,7,44,2
3916,86900,2018,183400,1968,7,39,1
3917,28000,2018,50299,999,1,16,0
3918,18500,2010,180271,1598,7,35,2
3919,9800,2003,220000,1390,1,16,3
3920,74900,2018,130000,1968,7,32,2
3921,11500,2004,271000,1896,7,32,0
3922,37500,2011,244000,1968,7,10,2
3923,49900,2015,267000,1968,7,16,2
3924,142900,2019,85330,1968,7,32,3
3925,36999,2012,108000,1197,1,4,2
3926,153900,2022,517,1984,1,44,0
3928,22900,2012,240831,1598,7,16,0
3929,119800,2021,19830,1498,1,16,2
3930,67200,2016,100000,1968,7,32,2
3931,79899,2018,154818,1968,7,32,2
3932,13450,2005,189000,1595,1,16,2
3933,72300,2015,200800,1395,1,16,0
3934,53900,2014,180000,1984,1,10,2
3935,159777,2022,1,1968,7,7,0
3936,71900,2014,115600,1984,1,16,2
3937,114900,2018,102282,1984,1,32,2
3938,79900,2019,126696,1598,7,16,2
3939,72900,2016,112800,1395,1,16,2
3940,45900,2011,220000,1968,7,44,2
3941,29999,2009,187000,1390,1,38,2
3942,10900,2003,186000,1781,1,32,2
3943,41900,2014,193003,1968,7,32,2
3944,54900,2016,88500,1197,1,16,2
3945,74900,2017,155900,1968,7,32,2
3946,13499,2006,237000,1595,1,16,2
3947,105900,2017,94200,1968,7,44,3
3948,141490,2023,1,1498,1,16,0
3949,37900,2014,62000,999,1,49,3
3950,73900,2012,181000,1984,1,38,0
3951,25500,2011,188000,1199,7,35,0
3952,148500,2019,85728,1984,1,32,3
3953,62500,2018,192000,1598,7,16,3
3954,44900,2015,104000,1395,1,16,0
3955,55800,2016,164182,1968,7,32,0
3956,93300,2018,98125,1968,7,32,2
3957,33900,2007,275000,2967,7,46,3
3958,48000,2017,176602,1598,7,16,2
3959,97900,2018,94829,1968,7,32,2
3960,24500,2015,101407,1395,1,16,0
3961,6099,1999,168251,1984,1,4,2
3962,237380,2023,1,1984,1,2,0
3963,74900,2019,153100,1968,7,7,2
3964,41900,2018,46060,999,1,35,0
3965,65000,2017,231000,1968,7,32,2
3967,56900,2015,273700,1968,7,32,2
3968,96100,2019,164291,1498,1,32,3
3969,112799,2019,61748,1968,7,32,2
3970,6900,2000,221000,1595,1,32,0
3971,75900,2016,64000,1395,1,32,1
3972,37900,2016,166350,1968,7,16,2
3973,25000,2009,383000,1968,7,16,3
3974,51900,2016,124000,1395,1,16,1
3975,35000,2011,242123,1197,1,47,2
3976,56900,2017,173729,1395,1,25,3
3977,118900,2023,10,1498,1,41,0
3978,388999,2020,48816,1968,7,30,0
3979,59901,2015,239000,1968,7,48,2
3980,123000,2019,85000,1968,7,47,3
3981,67500,2010,194000,2995,1,46,2
3982,79000,2015,191700,1984,1,32,0
3983,79900,2017,178362,1968,7,32,1
3984,45000,2013,230000,1598,7,16,3
3985,149020,2021,5,1498,1,16,0
3986,55000,2018,98000,999,2,35,2
3987,118460,2023,3,1498,1,40,0
3988,112900,2021,33216,1498,1,41,2
3989,78900,2018,172400,1598,7,32,0
3990,87900,2020,179000,1968,7,41,1
3991,28900,2012,50278,999,1,49,3
3992,62000,2015,150000,1968,7,16,2
3993,160120,2023,3,1498,1,32,0
3994,36650,2011,267000,1968,7,32,2
3995,100600,2023,3,999,1,40,0
3996,105120,2023,3,999,1,42,0
3997,92900,2018,105000,1984,1,44,0
3998,127220,2023,3,1498,1,16,0
3999,139500,2021,38900,1984,1,16,2
4000,51900,2020,7200,999,1,49,2
4001,17500,2005,320000,1968,7,32,0
4002,34900,2018,24500,999,1,16,0
4003,15800,2005,279000,1896,7,47,3
4004,129900,2017,149100,1984,1,44,2
4005,19900,2009,262000,1968,7,32,2
4006,38900,2013,241000,1968,7,32,2
4007,443599,2023,5,2000,7,8,0
4008,13900,2006,189000,1390,1,16,0
4009,9490,2004,145128,1198,1,35,3
4010,10800,2004,213200,1595,1,16,2
4011,45600,2019,56000,999,1,40,0
4012,350414,2023,6,1400,5,30,0
4013,59900,2014,58000,1395,1,16,2
4014,17400,2008,156000,1968,7,25,3
4015,8900,1996,165379,1984,1,16,0
4016,135900,2020,33912,1984,1,41,2
4017,163900,2021,17500,1498,1,44,2
4018,12999,2003,205000,1984,1,32,0
4019,32900,2008,232179,1984,1,44,2
4020,6900,1994,122000,1272,1,14,0
4021,29900,2012,333000,2000,7,32,1
4022,6900,2004,268000,1896,7,5,1
4023,65900,2014,139552,1984,1,16,2
4025,119000,2017,125000,1968,7,44,0
4026,87900,2018,44672,1498,1,41,1
4027,98999,2020,57682,1498,1,32,2
4028,109900,2019,99786,1968,7,32,0
4029,52900,2016,101905,1598,7,16,2
4030,172000,2022,9500,1500,1,44,0
4031,17800,2009,265000,1968,7,32,1
