,Price,Year,Mileage,Tank capacity,Fuel type,Model,Estimation
13183,73000,2015,182000,1968,7,32,3
13184,28500,2012,313000,1598,7,32,2
13185,49600,2014,178500,1598,7,47,3
13186,149950,2018,114000,1984,1,2,3
13187,94000,2018,47000,1498,1,41,1
13188,65000,2006,190000,3189,1,16,3
13189,24500,2009,260000,1968,7,16,3
13190,16999,2011,193131,1197,1,16,0
13191,83900,2020,26915,1968,7,32,0
13192,2800,1997,230000,1781,1,16,0
13193,21100,2009,276700,1968,7,32,2
13194,77999,2017,63000,1798,1,32,1
13195,10900,2008,459078,1896,7,32,0
13196,64999,2015,187000,1968,7,10,2
13197,24400,2012,114000,1197,1,35,0
13198,21999,2009,270000,1968,7,16,3
13199,12200,2002,190020,1595,1,32,0
13200,6500,2003,416000,1896,7,32,1
13201,42900,2012,125631,1390,1,47,2
13202,12300,2005,187452,1198,1,35,0
13203,63000,2017,115900,1968,7,16,2
13204,79990,2017,123331,1781,1,16,0
13205,84900,2019,136800,1498,1,32,2
13206,36500,2017,59707,999,1,49,2
13207,24990,2009,223114,1390,1,47,2
13208,30999,2007,259410,1984,1,16,2
13209,175000,2021,21666,3597,1,3,0
13210,57800,2016,186656,1797,1,25,0
13211,9700,2006,182478,1198,1,35,1
13212,124999,2021,15000,1984,1,44,0
13213,41999,2012,170000,1390,1,47,2
13214,76999,2016,135000,1984,1,16,2
13215,85500,2018,134184,1395,1,44,2
13216,43900,2014,198000,1968,7,16,1
13217,5900,1999,193000,1984,1,4,2
13218,39900,2013,346856,1968,7,32,2
13219,8500,2009,420000,1968,7,32,0
13220,98000,2017,197000,1968,7,48,2
13221,13000,2005,290000,1984,1,32,0
13222,21000,2009,261100,1896,7,47,2
13223,15900,2007,258136,1896,7,16,2
13224,6800,2002,166193,1422,7,35,0
13225,34979,2013,91107,1968,7,32,0
13226,28990,2011,223000,1390,1,47,2
13227,29900,2017,112000,1422,7,35,0
13228,23900,1961,6150,1200,1,15,0
13229,229000,2022,5000,1984,1,44,3
13230,16900,2008,225000,1968,7,16,1
13231,22500,2012,286000,1968,7,47,0
13232,23500,2007,159163,1595,1,47,2
13233,65500,2018,83000,999,1,16,2
13234,89900,2016,132000,1968,7,44,2
13235,39900,2014,241764,1968,7,32,2
13236,10900,2007,155449,1198,1,35,2
13237,5900,1999,270000,1896,7,5,2
13238,34900,2009,250000,1968,7,44,2
13239,33333,2011,231500,1968,7,32,2
13240,51999,2010,135164,1968,7,16,0
13241,117000,2020,29900,1984,1,44,0
13242,17900,2005,120500,1598,1,16,0
13243,8500,2005,346710,1968,7,47,0
13244,129700,2018,152324,1968,7,2,2
13245,229900,2022,3200,1968,7,44,2
13246,26999,2010,166000,1395,1,16,2
13247,22900,2010,145000,1968,7,25,0
13248,87900,2019,89000,1498,1,32,2
13249,19900,2008,322550,1984,2,32,3
13250,65999,2009,310000,1968,7,9,0
13251,13900,2008,216569,1422,7,35,3
13252,15100,2009,278000,1896,7,16,1
13253,26500,2011,233000,1598,7,16,2
13254,69900,2018,33278,999,1,35,2
13255,19900,2007,226000,1968,7,47,2
13256,28000,2006,230760,3600,1,46,2
13257,21900,2009,229000,1598,7,16,2
13258,51000,2013,120400,1984,1,32,3
13259,71000,2005,179920,2461,7,30,0
13260,35600,2011,218000,1968,7,32,2
13261,5500,2002,211025,1984,1,32,0
13262,5500,1999,253000,1390,1,16,0
13263,17900,2008,397000,1968,7,32,2
13264,21600,2008,211000,1595,1,16,3
13265,9500,2006,425000,1896,7,32,3
13266,63900,2017,104321,1395,1,4,2
13267,38500,2012,252000,1598,7,32,3
13268,75900,2018,80000,1395,1,16,2
13269,89900,2018,115200,1968,7,32,2
13270,26900,2009,240000,1968,7,16,3
13271,23900,2010,169898,1198,1,35,3
13272,16600,2006,210568,1595,1,25,2
13273,74900,2017,115000,1968,7,32,2
13274,42900,2018,110000,1968,7,16,0
13275,54900,2013,177000,1984,1,10,3
13276,5500,1994,149000,1781,1,16,0
13277,11499,2007,202000,1595,1,25,0
13278,49900,2017,239873,1968,7,16,1
13279,36200,2012,195000,2500,1,4,2
13280,44500,2014,148000,1390,1,35,2
13281,180000,2017,146500,1968,7,30,2
13282,8700,2004,238000,1595,1,16,0
13283,7500,2007,170497,1198,1,35,0
13284,5500,2006,364000,1968,7,32,0
13285,62900,2019,108000,1598,7,16,2
13286,113899,2020,70500,1395,5,16,0
13287,19900,2008,257000,1984,3,7,2
13288,31500,2015,327465,1598,7,16,0
13289,45900,2017,101800,999,1,16,1
13290,16900,2004,161000,1598,1,16,0
13291,71900,2017,127000,1798,1,32,2
13292,38999,2017,162000,1598,7,16,2
13294,49200,2015,186000,1968,7,16,2
13295,15899,2005,215000,1595,1,25,2
13296,28880,2010,149800,1390,1,16,2
13297,149900,2014,101900,1963,7,30,3
13298,35900,2014,120000,1797,1,25,1
13299,91000,2019,56000,1968,7,32,1
13300,88000,2019,54000,1498,1,16,2
13301,32900,2009,230000,1400,1,38,3
13302,9900,2005,291000,1595,2,16,1
13303,179000,2017,83121,1968,7,30,2
13304,35000,2012,270000,1963,7,7,0
13305,25200,2010,257000,1390,1,16,2
13306,38500,2011,254455,1968,7,44,1
13307,66420,2015,190000,1798,1,32,2
13308,13800,2006,413550,1968,7,32,3
13309,22900,2009,280000,1390,1,47,2
13310,29900,2008,244390,1968,7,47,3
13311,31500,2015,192494,1598,7,32,0
13312,36800,2009,237658,1968,7,44,2
13313,103900,2019,65695,1498,1,44,2
13314,18500,2008,373618,1896,7,47,2
13315,65900,2016,71500,1395,1,16,2
13316,47900,2015,187614,1968,7,16,2
13317,28290,2011,298019,1548,7,7,2
13318,39900,2013,245192,1598,7,47,2
13319,97000,2019,108739,1968,7,47,2
13320,49500,2018,216000,1598,7,16,2
13321,76500,2016,188521,1968,7,32,2
13322,48900,2014,122500,1984,1,10,2
13323,16600,2008,239000,1896,7,16,2
13324,195570,2020,78500,1968,7,48,3
13325,13700,1984,235000,1781,1,38,0
13326,149900,2022,1,1498,1,41,0
13327,34000,2004,223812,5998,1,34,0
13328,33700,2011,230000,1390,1,47,3
13329,48500,2015,139617,1395,1,16,1
13330,49900,2012,257000,2000,7,44,2
13331,4200,1999,231000,1896,7,16,1
13332,19900,2009,274663,1968,7,16,0
13333,4200,1999,231000,1896,7,16,1
13334,19900,2009,274663,1968,7,16,0
13335,32900,2012,214000,1600,7,16,2
13336,79900,2018,171000,1968,7,32,1
13337,187900,2023,1,1498,1,44,0
13338,15300,2011,147000,1598,7,16,0
13339,65900,2015,149750,1968,7,32,2
13340,97000,2016,119000,1968,7,32,3
13341,15900,2008,332000,1896,7,32,2
13342,19900,2011,215000,1199,7,35,2
13343,8490,2005,229000,1598,1,16,0
13344,17500,2013,116586,1598,7,35,0
13345,86500,2014,362000,1968,7,30,2
13346,4500,2000,242336,1896,7,39,0
13347,25900,2009,235064,1598,7,16,2
13348,43900,2012,165000,1968,7,38,2
13349,73800,2016,184500,1798,1,32,2
13350,128500,2022,1,1498,1,41,0
13351,4950,1999,308000,1984,1,4,1
13352,41500,2013,180000,1968,7,32,2
13353,8500,2005,345000,1896,7,32,2
13354,33900,2012,177000,1600,7,16,2
13355,37900,2013,199000,1968,7,32,2
13356,19999,2010,332298,1968,7,32,0
13357,74415,2017,205000,1968,7,32,2
13358,87900,2018,65000,1984,1,16,2
13359,88999,2018,179960,1968,7,16,2
13360,119500,2020,52000,1498,1,41,2
13361,31000,2002,511000,2461,7,9,0
13362,23500,2011,223000,1390,1,16,1
13363,29800,2012,190000,1598,7,16,2
13364,67600,1998,234700,2461,7,9,0
13365,32900,2012,214000,1600,7,16,2
13366,79900,2018,171000,1968,7,32,1
13367,187900,2023,1,1498,1,44,0
13368,15300,2011,147000,1598,7,16,0
13369,65900,2015,149750,1968,7,32,2
13370,97000,2016,119000,1968,7,32,3
13371,15900,2008,332000,1896,7,32,2
13372,8490,2005,229000,1598,1,16,0
13373,19900,2011,215000,1199,7,35,2
13374,17500,2013,116586,1598,7,35,0
13375,86500,2014,362000,1968,7,30,2
13376,4500,2000,242336,1896,7,39,0
13377,25900,2009,235064,1598,7,16,2
13378,43900,2012,165000,1968,7,38,2
13379,73800,2016,184500,1798,1,32,2
13380,128500,2022,1,1498,1,41,0
13381,4950,1999,308000,1984,1,4,1
13382,41500,2013,180000,1968,7,32,2
13383,8500,2005,345000,1896,7,32,2
13384,33900,2012,177000,1600,7,16,2
13385,37900,2013,199000,1968,7,32,2
13386,19999,2010,332298,1968,7,32,0
13387,74415,2017,205000,1968,7,32,2
13388,87900,2018,65000,1984,1,16,2
13389,88999,2018,179960,1968,7,16,2
13390,119500,2020,52000,1498,1,41,2
13391,31000,2002,511000,2461,7,9,0
13392,23500,2011,223000,1390,1,16,1
13393,29800,2012,190000,1598,7,16,2
13394,67600,1998,234700,2461,7,9,0
13395,39999,2016,46000,999,1,35,0
13396,19400,2012,321682,1598,7,16,0
13397,49900,2012,257000,2000,7,44,2
13398,4200,1999,231000,1896,7,16,1
13399,19900,2009,274663,1968,7,16,0
13400,32900,2012,214000,1600,7,16,2
13401,79900,2018,171000,1968,7,32,1
13402,187900,2023,1,1498,1,44,0
13403,15300,2011,147000,1598,7,16,0
13404,65900,2015,149750,1968,7,32,2
13405,97000,2016,119000,1968,7,32,3
13406,15900,2008,332000,1896,7,32,2
13407,8490,2005,229000,1598,1,16,0
13408,19900,2011,215000,1199,7,35,2
13409,17500,2013,116586,1598,7,35,0
13410,86500,2014,362000,1968,7,30,2
13411,4500,2000,242336,1896,7,39,0
13412,25900,2009,235064,1598,7,16,2
13413,43900,2012,165000,1968,7,38,2
13414,73800,2016,184500,1798,1,32,2
13415,128500,2022,1,1498,1,41,0
13416,4950,1999,308000,1984,1,4,1
13417,41500,2013,180000,1968,7,32,2
13418,8500,2005,345000,1896,7,32,2
13419,33900,2012,177000,1600,7,16,2
13420,37900,2013,199000,1968,7,32,2
13421,19999,2010,332298,1968,7,32,0
13422,74415,2017,205000,1968,7,32,2
13423,87900,2018,65000,1984,1,16,2
13424,88999,2018,179960,1968,7,16,2
13425,119500,2020,52000,1498,1,41,2
13426,31000,2002,511000,2461,7,9,0
13427,23500,2011,223000,1390,1,16,1
13428,29800,2012,190000,1598,7,16,2
13429,4200,1999,231000,1896,7,16,1
13430,19900,2009,274663,1968,7,16,0
13431,32900,2012,214000,1600,7,16,2
13432,79900,2018,171000,1968,7,32,1
13433,187900,2023,1,1498,1,44,0
13434,15300,2011,147000,1598,7,16,0
13435,65900,2015,149750,1968,7,32,2
13436,97000,2016,119000,1968,7,32,3
13437,15900,2008,332000,1896,7,32,2
13438,8490,2005,229000,1598,1,16,0
13439,19900,2011,215000,1199,7,35,2
13440,17500,2013,116586,1598,7,35,0
13441,86500,2014,362000,1968,7,30,2
13442,4500,2000,242336,1896,7,39,0
13443,25900,2009,235064,1598,7,16,2
13444,43900,2012,165000,1968,7,38,2
13445,73800,2016,184500,1798,1,32,2
13446,128500,2022,1,1498,1,41,0
13447,4950,1999,308000,1984,1,4,1
13448,41500,2013,180000,1968,7,32,2
13449,8500,2005,345000,1896,7,32,2
13450,33900,2012,177000,1600,7,16,2
13451,37900,2013,199000,1968,7,32,2
13452,19999,2010,332298,1968,7,32,0
13453,74415,2017,205000,1968,7,32,2
13454,87900,2018,65000,1984,1,16,2
13455,88999,2018,179960,1968,7,16,2
13456,119500,2020,52000,1498,1,41,2
13457,31000,2002,511000,2461,7,9,0
13458,23500,2011,223000,1390,1,16,1
13459,29800,2012,190000,1598,7,16,2
13460,67600,1998,234700,2461,7,9,0
13461,4200,1999,231000,1896,7,16,1
13462,19900,2009,274663,1968,7,16,0
13463,32900,2012,214000,1600,7,16,2
13464,79900,2018,171000,1968,7,32,1
13465,187900,2023,1,1498,1,44,0
13466,15300,2011,147000,1598,7,16,0
13467,65900,2015,149750,1968,7,32,2
13468,97000,2016,119000,1968,7,32,3
13469,15900,2008,332000,1896,7,32,2
13470,8490,2005,229000,1598,1,16,0
13471,19900,2011,215000,1199,7,35,2
13472,17500,2013,116586,1598,7,35,0
13473,86500,2014,362000,1968,7,30,2
13474,4500,2000,242336,1896,7,39,0
13475,25900,2009,235064,1598,7,16,2
13476,43900,2012,165000,1968,7,38,2
13477,73800,2016,184500,1798,1,32,2
13478,128500,2022,1,1498,1,41,0
13479,4950,1999,308000,1984,1,4,1
13480,41500,2013,180000,1968,7,32,2
13481,8500,2005,345000,1896,7,32,2
13482,33900,2012,177000,1600,7,16,2
13483,37900,2013,199000,1968,7,32,2
13484,19999,2010,332298,1968,7,32,0
13485,74415,2017,205000,1968,7,32,2
13486,87900,2018,65000,1984,1,16,2
13487,88999,2018,179960,1968,7,16,2
13488,119500,2020,52000,1498,1,41,2
13489,31000,2002,511000,2461,7,9,0
13490,23500,2011,223000,1390,1,16,1
13491,29800,2012,190000,1598,7,16,2
13492,67600,1998,234700,2461,7,9,0
13493,4200,1999,231000,1896,7,16,1
13494,19900,2009,274663,1968,7,16,0
13495,32900,2012,214000,1600,7,16,2
13496,79900,2018,171000,1968,7,32,1
13497,187900,2023,1,1498,1,44,0
13498,15300,2011,147000,1598,7,16,0
13499,65900,2015,149750,1968,7,32,2
13500,97000,2016,119000,1968,7,32,3
13501,15900,2008,332000,1896,7,32,2
13502,19900,2011,215000,1199,7,35,2
13503,8490,2005,229000,1598,1,16,0
13504,17500,2013,116586,1598,7,35,0
13505,86500,2014,362000,1968,7,30,2
13506,4500,2000,242336,1896,7,39,0
13507,25900,2009,235064,1598,7,16,2
13508,43900,2012,165000,1968,7,38,2
13509,73800,2016,184500,1798,1,32,2
13510,128500,2022,1,1498,1,41,0
13511,4950,1999,308000,1984,1,4,1
13512,41500,2013,180000,1968,7,32,2
13513,8500,2005,345000,1896,7,32,2
13514,33900,2012,177000,1600,7,16,2
13515,37900,2013,199000,1968,7,32,2
13516,19999,2010,332298,1968,7,32,0
13517,74415,2017,205000,1968,7,32,2
13518,87900,2018,65000,1984,1,16,2
13519,88999,2018,179960,1968,7,16,2
13520,119500,2020,52000,1498,1,41,2
13521,31000,2002,511000,2461,7,9,0
13522,23500,2011,223000,1390,1,16,1
13523,29800,2012,190000,1598,7,16,2
13524,67600,1998,234700,2461,7,9,0
13525,4200,1999,231000,1896,7,16,1
13526,19900,2009,274663,1968,7,16,0
13527,32900,2012,214000,1600,7,16,2
13528,79900,2018,171000,1968,7,32,1
13529,187900,2023,1,1498,1,44,0
13530,15300,2011,147000,1598,7,16,0
13531,65900,2015,149750,1968,7,32,2
13532,97000,2016,119000,1968,7,32,3
13533,15900,2008,332000,1896,7,32,2
13534,19900,2011,215000,1199,7,35,2
13535,8490,2005,229000,1598,1,16,0
13536,17500,2013,116586,1598,7,35,0
13537,86500,2014,362000,1968,7,30,2
13538,4500,2000,242336,1896,7,39,0
13539,25900,2009,235064,1598,7,16,2
13540,43900,2012,165000,1968,7,38,2
13541,73800,2016,184500,1798,1,32,2
13542,128500,2022,1,1498,1,41,0
13543,4950,1999,308000,1984,1,4,1
13544,41500,2013,180000,1968,7,32,2
13545,8500,2005,345000,1896,7,32,2
13546,33900,2012,177000,1600,7,16,2
13547,37900,2013,199000,1968,7,32,2
13548,19999,2010,332298,1968,7,32,0
13549,74415,2017,205000,1968,7,32,2
13550,87900,2018,65000,1984,1,16,2
13551,88999,2018,179960,1968,7,16,2
13552,119500,2020,52000,1498,1,41,2
13553,31000,2002,511000,2461,7,9,0
13554,23500,2011,223000,1390,1,16,1
13555,29800,2012,190000,1598,7,16,2
13556,67600,1998,234700,2461,7,9,0
13557,4200,1999,231000,1896,7,16,1
13558,19900,2009,274663,1968,7,16,0
13559,32900,2012,214000,1600,7,16,2
13560,79900,2018,171000,1968,7,32,1
13561,187900,2023,1,1498,1,44,0
13562,15300,2011,147000,1598,7,16,0
13563,65900,2015,149750,1968,7,32,2
13564,97000,2016,119000,1968,7,32,3
13565,15900,2008,332000,1896,7,32,2
13566,19900,2011,215000,1199,7,35,2
13567,8490,2005,229000,1598,1,16,0
13568,17500,2013,116586,1598,7,35,0
13569,86500,2014,362000,1968,7,30,2
13570,4500,2000,242336,1896,7,39,0
13571,25900,2009,235064,1598,7,16,2
13572,43900,2012,165000,1968,7,38,2
13573,73800,2016,184500,1798,1,32,2
13574,128500,2022,1,1498,1,41,0
13575,4950,1999,308000,1984,1,4,1
13576,41500,2013,180000,1968,7,32,2
13577,8500,2005,345000,1896,7,32,2
13578,33900,2012,177000,1600,7,16,2
13579,37900,2013,199000,1968,7,32,2
13580,19999,2010,332298,1968,7,32,0
13581,74415,2017,205000,1968,7,32,2
13582,87900,2018,65000,1984,1,16,2
13583,88999,2018,179960,1968,7,16,2
13584,119500,2020,52000,1498,1,41,2
13585,31000,2002,511000,2461,7,9,0
13586,23500,2011,223000,1390,1,16,1
13587,29800,2012,190000,1598,7,16,2
13588,67600,1998,234700,2461,7,9,0
13589,32900,2012,214000,1600,7,16,2
13590,79900,2018,171000,1968,7,32,1
13591,187900,2023,1,1498,1,44,0
13592,15300,2011,147000,1598,7,16,0
13593,65900,2015,149750,1968,7,32,2
13594,97000,2016,119000,1968,7,32,3
13595,15900,2008,332000,1896,7,32,2
13596,8490,2005,229000,1598,1,16,0
13597,19900,2011,215000,1199,7,35,2
13598,17500,2013,116586,1598,7,35,0
13599,86500,2014,362000,1968,7,30,2
13600,4500,2000,242336,1896,7,39,0
13601,25900,2009,235064,1598,7,16,2
13602,43900,2012,165000,1968,7,38,2
13603,73800,2016,184500,1798,1,32,2
13604,128500,2022,1,1498,1,41,0
13605,4950,1999,308000,1984,1,4,1
13606,41500,2013,180000,1968,7,32,2
13607,8500,2005,345000,1896,7,32,2
13608,33900,2012,177000,1600,7,16,2
13609,37900,2013,199000,1968,7,32,2
13610,19999,2010,332298,1968,7,32,0
13611,74415,2017,205000,1968,7,32,2
13612,87900,2018,65000,1984,1,16,2
13613,88999,2018,179960,1968,7,16,2
13614,119500,2020,52000,1498,1,41,2
13615,31000,2002,511000,2461,7,9,0
13616,23500,2011,223000,1390,1,16,1
13617,29800,2012,190000,1598,7,16,2
13618,67600,1998,234700,2461,7,9,0
13619,39999,2016,46000,999,1,35,0
13620,19400,2012,321682,1598,7,16,0
13621,32900,2012,214000,1600,7,16,2
13622,79900,2018,171000,1968,7,32,1
13623,187900,2023,1,1498,1,44,0
13624,15300,2011,147000,1598,7,16,0
13625,65900,2015,149750,1968,7,32,2
13626,97000,2016,119000,1968,7,32,3
13627,15900,2008,332000,1896,7,32,2
13628,19900,2011,215000,1199,7,35,2
13629,8490,2005,229000,1598,1,16,0
13630,17500,2013,116586,1598,7,35,0
13631,86500,2014,362000,1968,7,30,2
13632,4500,2000,242336,1896,7,39,0
13633,25900,2009,235064,1598,7,16,2
13634,43900,2012,165000,1968,7,38,2
13635,73800,2016,184500,1798,1,32,2
13636,128500,2022,1,1498,1,41,0
13637,4950,1999,308000,1984,1,4,1
13638,41500,2013,180000,1968,7,32,2
13639,8500,2005,345000,1896,7,32,2
13640,33900,2012,177000,1600,7,16,2
13641,37900,2013,199000,1968,7,32,2
13642,19999,2010,332298,1968,7,32,0
13643,74415,2017,205000,1968,7,32,2
13644,87900,2018,65000,1984,1,16,2
13645,88999,2018,179960,1968,7,16,2
13646,119500,2020,52000,1498,1,41,2
13647,31000,2002,511000,2461,7,9,0
13648,23500,2011,223000,1390,1,16,1
13649,29800,2012,190000,1598,7,16,2
13650,67600,1998,234700,2461,7,9,0
13651,39999,2016,46000,999,1,35,0
13652,19400,2012,321682,1598,7,16,0
13653,4200,1999,231000,1896,7,16,1
13654,19900,2009,274663,1968,7,16,0
13655,32900,2012,214000,1600,7,16,2
13656,79900,2018,171000,1968,7,32,1
13657,187900,2023,1,1498,1,44,0
13658,15300,2011,147000,1598,7,16,0
13659,65900,2015,149750,1968,7,32,2
13660,97000,2016,119000,1968,7,32,3
13661,15900,2008,332000,1896,7,32,2
13662,19900,2011,215000,1199,7,35,2
13663,8490,2005,229000,1598,1,16,0
13664,17500,2013,116586,1598,7,35,0
13665,86500,2014,362000,1968,7,30,2
13666,4500,2000,242336,1896,7,39,0
13667,25900,2009,235064,1598,7,16,2
13668,43900,2012,165000,1968,7,38,2
13669,73800,2016,184500,1798,1,32,2
13670,128500,2022,1,1498,1,41,0
13671,4950,1999,308000,1984,1,4,1
13672,41500,2013,180000,1968,7,32,2
13673,8500,2005,345000,1896,7,32,2
13674,33900,2012,177000,1600,7,16,2
13675,37900,2013,199000,1968,7,32,2
13676,19999,2010,332298,1968,7,32,0
13677,74415,2017,205000,1968,7,32,2
13678,87900,2018,65000,1984,1,16,2
13679,88999,2018,179960,1968,7,16,2
13680,119500,2020,52000,1498,1,41,2
13681,31000,2002,511000,2461,7,9,0
13682,23500,2011,223000,1390,1,16,1
13683,29800,2012,190000,1598,7,16,2
13684,67600,1998,234700,2461,7,9,0
13685,4200,1999,231000,1896,7,16,1
13686,19900,2009,274663,1968,7,16,0
13687,32900,2012,214000,1600,7,16,2
13688,79900,2018,171000,1968,7,32,1
13689,187900,2023,1,1498,1,44,0
13690,15300,2011,147000,1598,7,16,0
13691,65900,2015,149750,1968,7,32,2
13692,97000,2016,119000,1968,7,32,3
13693,15900,2008,332000,1896,7,32,2
13694,19900,2011,215000,1199,7,35,2
13695,8490,2005,229000,1598,1,16,0
13696,17500,2013,116586,1598,7,35,0
13697,86500,2014,362000,1968,7,30,2
13698,4500,2000,242336,1896,7,39,0
13699,25900,2009,235064,1598,7,16,2
13700,43900,2012,165000,1968,7,38,2
13701,73800,2016,184500,1798,1,32,2
13702,128500,2022,1,1498,1,41,0
13703,4950,1999,308000,1984,1,4,1
13704,41500,2013,180000,1968,7,32,2
13705,8500,2005,345000,1896,7,32,2
13706,33900,2012,177000,1600,7,16,2
13707,37900,2013,199000,1968,7,32,2
13708,19999,2010,332298,1968,7,32,0
13709,74415,2017,205000,1968,7,32,2
13710,87900,2018,65000,1984,1,16,2
13711,88999,2018,179960,1968,7,16,2
13712,119500,2020,52000,1498,1,41,2
13713,31000,2002,511000,2461,7,9,0
13714,23500,2011,223000,1390,1,16,1
13715,29800,2012,190000,1598,7,16,2
13716,67600,1998,234700,2461,7,9,0
13717,4200,1999,231000,1896,7,16,1
13718,19900,2009,274663,1968,7,16,0
13719,32900,2012,214000,1600,7,16,2
13720,79900,2018,171000,1968,7,32,1
13721,187900,2023,1,1498,1,44,0
13722,15300,2011,147000,1598,7,16,0
13723,65900,2015,149750,1968,7,32,2
13724,97000,2016,119000,1968,7,32,3
13725,15900,2008,332000,1896,7,32,2
13726,19900,2011,215000,1199,7,35,2
13727,8490,2005,229000,1598,1,16,0
13728,17500,2013,116586,1598,7,35,0
13729,86500,2014,362000,1968,7,30,2
13730,4500,2000,242336,1896,7,39,0
13731,25900,2009,235064,1598,7,16,2
13732,43900,2012,165000,1968,7,38,2
13733,73800,2016,184500,1798,1,32,2
13734,128500,2022,1,1498,1,41,0
13735,4950,1999,308000,1984,1,4,1
13736,41500,2013,180000,1968,7,32,2
13737,8500,2005,345000,1896,7,32,2
13738,33900,2012,177000,1600,7,16,2
13739,37900,2013,199000,1968,7,32,2
13740,19999,2010,332298,1968,7,32,0
13741,74415,2017,205000,1968,7,32,2
13742,87900,2018,65000,1984,1,16,2
13743,88999,2018,179960,1968,7,16,2
13744,119500,2020,52000,1498,1,41,2
13745,31000,2002,511000,2461,7,9,0
13746,23500,2011,223000,1390,1,16,1
13747,29800,2012,190000,1598,7,16,2
13748,67600,1998,234700,2461,7,9,0
13749,4200,1999,231000,1896,7,16,1
13750,19900,2009,274663,1968,7,16,0
13751,32900,2012,214000,1600,7,16,2
13752,79900,2018,171000,1968,7,32,1
13753,187900,2023,1,1498,1,44,0
13754,15300,2011,147000,1598,7,16,0
13755,65900,2015,149750,1968,7,32,2
13756,97000,2016,119000,1968,7,32,3
13757,15900,2008,332000,1896,7,32,2
13758,8490,2005,229000,1598,1,16,0
13759,19900,2011,215000,1199,7,35,2
13760,17500,2013,116586,1598,7,35,0
13761,86500,2014,362000,1968,7,30,2
13762,4500,2000,242336,1896,7,39,0
13763,25900,2009,235064,1598,7,16,2
13764,43900,2012,165000,1968,7,38,2
13765,73800,2016,184500,1798,1,32,2
13766,128500,2022,1,1498,1,41,0
13767,4950,1999,308000,1984,1,4,1
13768,41500,2013,180000,1968,7,32,2
13769,8500,2005,345000,1896,7,32,2
13770,33900,2012,177000,1600,7,16,2
13771,37900,2013,199000,1968,7,32,2
13772,19999,2010,332298,1968,7,32,0
13773,74415,2017,205000,1968,7,32,2
13774,87900,2018,65000,1984,1,16,2
13775,88999,2018,179960,1968,7,16,2
13776,119500,2020,52000,1498,1,41,2
13777,31000,2002,511000,2461,7,9,0
13778,23500,2011,223000,1390,1,16,1
13779,29800,2012,190000,1598,7,16,2
13780,67600,1998,234700,2461,7,9,0
13781,4200,1999,231000,1896,7,16,1
13782,19900,2009,274663,1968,7,16,0
13783,32900,2012,214000,1600,7,16,2
13784,79900,2018,171000,1968,7,32,1
13785,187900,2023,1,1498,1,44,0
13786,15300,2011,147000,1598,7,16,0
13787,65900,2015,149750,1968,7,32,2
13788,97000,2016,119000,1968,7,32,3
13789,15900,2008,332000,1896,7,32,2
13790,19900,2011,215000,1199,7,35,2
13791,8490,2005,229000,1598,1,16,0
13792,17500,2013,116586,1598,7,35,0
13793,86500,2014,362000,1968,7,30,2
13794,4500,2000,242336,1896,7,39,0
13795,25900,2009,235064,1598,7,16,2
13796,43900,2012,165000,1968,7,38,2
13797,73800,2016,184500,1798,1,32,2
13798,128500,2022,1,1498,1,41,0
13799,4950,1999,308000,1984,1,4,1
13800,41500,2013,180000,1968,7,32,2
13801,8500,2005,345000,1896,7,32,2
13802,33900,2012,177000,1600,7,16,2
13803,37900,2013,199000,1968,7,32,2
13804,19999,2010,332298,1968,7,32,0
13805,74415,2017,205000,1968,7,32,2
13806,87900,2018,65000,1984,1,16,2
13807,88999,2018,179960,1968,7,16,2
13808,119500,2020,52000,1498,1,41,2
13809,31000,2002,511000,2461,7,9,0
13810,23500,2011,223000,1390,1,16,1
13811,29800,2012,190000,1598,7,16,2
13812,67600,1998,234700,2461,7,9,0
13813,4200,1999,231000,1896,7,16,1
13814,19900,2009,274663,1968,7,16,0
13815,32900,2012,214000,1600,7,16,2
13816,79900,2018,171000,1968,7,32,1
13817,187900,2023,1,1498,1,44,0
13818,15300,2011,147000,1598,7,16,0
13819,65900,2015,149750,1968,7,32,2
13820,97000,2016,119000,1968,7,32,3
13821,15900,2008,332000,1896,7,32,2
13822,19900,2011,215000,1199,7,35,2
13823,8490,2005,229000,1598,1,16,0
13824,17500,2013,116586,1598,7,35,0
13825,86500,2014,362000,1968,7,30,2
13826,4500,2000,242336,1896,7,39,0
13827,25900,2009,235064,1598,7,16,2
13828,43900,2012,165000,1968,7,38,2
13829,73800,2016,184500,1798,1,32,2
13830,128500,2022,1,1498,1,41,0
13831,4950,1999,308000,1984,1,4,1
13832,41500,2013,180000,1968,7,32,2
13833,8500,2005,345000,1896,7,32,2
13834,33900,2012,177000,1600,7,16,2
13835,37900,2013,199000,1968,7,32,2
13836,19999,2010,332298,1968,7,32,0
13837,74415,2017,205000,1968,7,32,2
13838,87900,2018,65000,1984,1,16,2
13839,88999,2018,179960,1968,7,16,2
13840,119500,2020,52000,1498,1,41,2
13841,31000,2002,511000,2461,7,9,0
13842,23500,2011,223000,1390,1,16,1
13843,29800,2012,190000,1598,7,16,2
13844,67600,1998,234700,2461,7,9,0
13845,4200,1999,231000,1896,7,16,1
13846,19900,2009,274663,1968,7,16,0
13847,32900,2012,214000,1600,7,16,2
13848,79900,2018,171000,1968,7,32,1
13849,187900,2023,1,1498,1,44,0
13850,15300,2011,147000,1598,7,16,0
